year,month,day,T,Tmax,Tmin,Pr,P,e,VPD,RH,RHmin,u,u10max,N,Sd,Ld,EP,ET0,Tw0,Twinf,N_k,Sd_k,Ld_k,EP_k,ET0_k,Tw0_k,Twinf_k
YY,MM,DD,（C),（C),（C),(mm),(hPa),(hPa),(hPa),(%),(%),(m/s),(m/s),(h),(Wm-2),(Wm-2),(mm),(mm),（C),（C),(h),(Wm-2),(Wm-2),(mm),(mm),（C),（C)
2013,6,3,18.7,24.5,14.8,0,1006.5,-99999,-99999,-99999,-99999,2.04,4.15,8.2,255.8,-99999,-99999,-99999,-99999,-99999,8.2,-99999,-99999,-99999,-99999,-99999,-99999
2013,6,4,21.7,27.8,17.5,0,1011.6,-99999,-99999,-99999,-99999,2.57,4.83,13.2,341,-99999,-99999,-99999,-99999,-99999,13.2,-99999,-99999,-99999,-99999,-99999,-99999
2013,6,5,22,26.6,18.6,0,1013.7,-99999,-99999,-99999,-99999,3.17,5.89,11.2,307.1,-99999,-99999,-99999,-99999,-99999,11.2,-99999,-99999,-99999,-99999,-99999,-99999
2013,6,6,21.5,24.2,19.2,0,1011.5,-99999,-99999,-99999,-99999,1.89,3.32,0.7,128.7,-99999,-99999,-99999,-99999,-99999,0.7,-99999,-99999,-99999,-99999,-99999,-99999
2013,6,7,21.1,24.3,19.2,0,1006.5,-99999,-99999,-99999,-99999,2.57,4.83,3.9,183.2,-99999,-99999,-99999,-99999,-99999,3.9,-99999,-99999,-99999,-99999,-99999,-99999
2013,6,8,21.5,25.9,18.5,0,1005.2,17.4,8.24,67.9,49,2.42,3.7,6.3,224.1,367.4,5.443,3.613,22.89,19.44,6.3,-99999,-99999,-99999,-99999,-99999,19.44
2013,6,9,22.9,27.4,19.2,0,1005.4,18.8,9.12,67.3,46,2.11,4.68,8.8,266.8,367.7,6.17,4.106,25.28,20.7,8.8,-99999,-99999,-99999,-99999,-99999,20.7
2013,6,10,22.1,26.4,19.7,0,1007.1,19.9,6.7,74.8,60,1.81,4.08,1.9,149.5,392.1,3.647,2.463,23.26,20.46,1.9,-99999,-99999,-99999,-99999,-99999,20.46
2013,6,11,20.4,21.9,19.5,5,1009.3,20.6,3.37,86,68,1.66,2.94,0,56.7,407.7,1.557,1.067,20.69,19.54,0,-99999,-99999,-99999,-99999,-99999,19.54
2013,6,12,20.2,22.3,18.7,15,1008.6,23,0.67,97.2,91,2.94,4.68,0,56.8,407.5,1.103,0.668,21.04,20.03,0,-99999,-99999,-99999,-99999,-99999,20.03
2013,6,13,20.9,21.6,20.3,37,1007.6,24.2,0.52,97.9,94,3.02,4.15,0,56.8,411.8,1.078,0.645,21.77,20.77,0,-99999,-99999,-99999,-99999,-99999,20.77
2013,6,14,22.6,26.6,20.2,4,1008.5,25.6,1.82,93.4,78,2.57,4.38,1.3,139.6,403.2,2.766,1.722,24.66,22.17,1.3,-99999,-99999,-99999,-99999,-99999,22.17
2013,6,15,24.8,30,21.7,0,1005.5,25.9,5.4,82.7,61,1.81,3.85,7.2,239.9,395.8,5.092,3.345,28.42,23.58,7.2,-99999,-99999,-99999,-99999,-99999,23.58
2013,6,16,22.3,25.1,21.1,37,1002.3,24.6,2.33,91.4,78,2.34,4.08,4.1,187.3,390.7,3.625,2.259,25.3,21.74,4.1,-99999,-99999,-99999,-99999,-99999,21.74
2013,6,17,23.6,29,20.7,0,998.3,24,5.13,82.4,57,2.11,4.08,7.9,251.9,384.3,5.298,3.43,27.14,22.4,7.9,-99999,-99999,-99999,-99999,-99999,22.4
2013,6,18,26,30.3,22.8,0,994.9,25.1,8.51,74.7,57,2.94,4.23,5.6,212.8,406.3,5.809,3.925,26.68,24.11,5.6,-99999,-99999,-99999,-99999,-99999,24.11
2013,6,19,25.4,26.8,23.1,1,993.4,26.2,6.24,80.8,70,5.13,9.74,0,56.9,438.5,3.377,2.349,23.8,24,0,-99999,-99999,-99999,-99999,-99999,24
2013,6,20,21.2,23.1,19.6,14.5,1000.8,23.9,1.28,94.9,85,3.17,5.36,0,56.9,413.4,1.32,0.834,21.74,20.88,0,-99999,-99999,-99999,-99999,-99999,20.88
2013,6,21,21,23.2,18.7,12.5,1001.8,23.4,1.47,94.1,86,1.74,4.46,0,56.9,412.1,1.192,0.783,21.96,20.63,0,-99999,-99999,-99999,-99999,-99999,20.63
2013,6,22,21.7,26,18,0,999.9,20.9,5.06,80.5,59,2.04,4.46,7.4,243.4,370.8,4.946,3.175,25.27,20.45,7.4,-99999,-99999,-99999,-99999,-99999,20.45
2013,6,23,23.1,27.3,19.7,0,1001.7,21.9,6.36,77.5,60,2.34,4,7.1,238.3,380.7,5.344,3.498,25.62,21.58,7.1,-99999,-99999,-99999,-99999,-99999,21.58
2013,6,24,22.8,27.1,20.1,0.5,1001.4,21.9,5.85,78.9,60,1.96,3.7,4.6,195.8,388,4.333,2.865,25.13,21.39,4.6,-99999,-99999,-99999,-99999,-99999,21.39
2013,6,25,23.2,26.6,21.1,0,1004.5,22.3,6.13,78.4,62,1.74,3.32,1,134.6,404.4,3.309,2.246,24.34,21.74,1,-99999,-99999,-99999,-99999,-99999,21.74
2013,6,26,20.9,22.5,19.1,55,998.3,23.2,1.52,93.9,84,2.34,6.95,0,56.9,411.5,1.284,0.839,21.59,20.52,0,-99999,-99999,-99999,-99999,-99999,20.52
2013,6,27,22.2,26.5,18.3,1.5,998.7,18.5,8.26,69.1,45,3.17,6.19,10.1,289.1,359.3,7.021,4.521,23.91,20.17,10.1,-99999,-99999,-99999,-99999,-99999,20.17
2013,6,28,21.5,26.1,18.8,0,1004.5,20.1,5.54,78.4,58,1.81,3.17,2.7,163.4,386,3.625,2.403,23.42,20.12,2.7,-99999,-99999,-99999,-99999,-99999,20.12
2013,6,29,23.2,27.9,20.7,0,1008,21.7,6.73,76.3,44,1.96,4.46,4.5,193.8,390,4.474,2.99,25.16,21.6,4.5,-99999,-99999,-99999,-99999,-99999,21.6
2013,6,30,23.5,28,21.4,0,1011.7,21.4,7.55,73.9,51,2.94,4.53,9.5,278.6,373.6,6.623,4.293,25.57,21.72,9.5,-99999,-99999,-99999,-99999,-99999,21.72
2013,7,1,22.9,25.5,21.3,0,1010.8,21.2,6.72,75.9,59,2.42,3.7,1.6,144.5,399.1,3.9,2.649,23.35,21.29,1.6,-99999,-99999,-99999,-99999,-99999,21.29
2013,7,2,23.3,27.7,20,0,1009.8,19.7,8.91,68.9,47,2.27,4.3,11.1,305.6,363.7,6.926,4.562,26.3,21.18,11.1,-99999,-99999,-99999,-99999,-99999,21.18
2013,7,3,23.2,26.2,21.3,0,1004.5,22,6.43,77.4,60,4.3,6.42,1.3,139.2,402.9,4.581,2.997,22.61,21.67,1.3,-99999,-99999,-99999,-99999,-99999,21.67
2013,7,4,24,25.8,22.5,2.5,1001,26.7,3.14,89.5,80,3.85,6.04,0.4,123.9,415.2,3.141,1.985,24.66,23.28,0.4,-99999,-99999,-99999,-99999,-99999,23.28
2013,7,5,25.2,27.2,23.5,25,1000.6,28.7,3.36,89.5,80,5.44,7.7,0.1,118.7,424.7,3.472,2.129,25.3,24.45,0.1,-99999,-99999,-99999,-99999,-99999,24.45
2013,7,6,27.2,31.2,24.5,0,1003.7,28.7,7.37,79.6,66,5.89,8.46,7.8,249.1,411.6,7.583,4.664,27.15,25.63,7.8,-99999,-99999,-99999,-99999,-99999,25.63
2013,7,7,28.2,32.8,25.1,0,1006.6,29,9.24,75.8,59,3.62,7.47,13.1,338.8,403.7,8.905,5.828,29.95,26.28,13.1,-99999,-99999,-99999,-99999,-99999,26.28
2013,7,8,28.7,34.7,24.7,0,1007.8,29.5,9.86,74.9,52,1.51,3.02,10.9,301.4,412.9,7.007,4.76,32.77,26.67,10.9,-99999,-99999,-99999,-99999,-99999,26.67
2013,7,9,28.4,33.9,25.1,0,1004.8,29.2,9.49,75.5,56,2.11,3.93,11.8,316.4,408.4,7.636,5.177,31.66,26.44,11.8,-99999,-99999,-99999,-99999,-99999,26.44
2013,7,10,28.5,33.6,25.3,0,1002.1,28.6,10.31,73.5,54,2.27,4,11.2,306.1,409.2,7.65,5.215,31.06,26.37,11.2,-99999,-99999,-99999,-99999,-99999,26.37
2013,7,11,29.3,33.5,26.5,0,1002.4,29.3,11.45,71.9,58,2.11,4.15,11.3,307.6,414.7,7.814,5.38,31.8,26.98,11.3,-99999,-99999,-99999,-99999,-99999,26.98
2013,7,12,29.4,34.4,26.6,0,1003.3,29.1,11.89,71,55,1.81,4.3,12.2,322.6,412.5,7.948,5.467,32.63,26.99,12.2,-99999,-99999,-99999,-99999,-99999,26.99
2013,7,13,29.3,33.3,26,0,1005.4,28.5,12.25,69.9,55,1.51,2.94,2.9,165,438.3,4.779,3.365,29.67,26.81,2.9,-99999,-99999,-99999,-99999,-99999,26.81
2013,7,14,28.7,33.5,25.5,0,1006.1,29.4,9.96,74.7,46,1.96,3.78,5.2,203.7,428.6,5.452,3.798,29.9,26.65,5.2,-99999,-99999,-99999,-99999,-99999,26.65
2013,7,15,28.2,35.3,23.1,0,1004.5,25.4,12.84,66.4,33,2.72,5.59,6.4,223.8,415.7,6.792,4.739,27.91,25.5,6.4,-99999,-99999,-99999,-99999,-99999,25.5
2013,7,16,24.6,29.1,22.3,0,1009.6,22.3,8.63,72.1,54,2.11,4.15,3.4,172.9,402.2,4.602,3.157,25.26,22.62,3.4,-99999,-99999,-99999,-99999,-99999,22.62
2013,7,17,24.4,28.8,22.1,1.5,1008.1,24.3,6.26,79.5,58,2.11,4.53,1.4,138.9,411.3,3.591,2.451,25.2,22.96,1.4,-99999,-99999,-99999,-99999,-99999,22.96
2013,7,18,27.9,33,23,1.5,999.6,27.4,10.18,72.9,55,2.72,5.74,8.8,263.7,410,7.027,4.788,29.14,25.76,8.8,-99999,-99999,-99999,-99999,-99999,25.76
2013,7,19,25.2,30,21.6,0,1004,22.4,9.66,69.9,48,2.42,3.85,10.6,293.9,380.2,7.083,4.733,27.45,23.01,10.6,-99999,-99999,-99999,-99999,-99999,23.01
2013,7,20,23.7,27,21.4,0,1007.5,20.6,8.7,70.3,57,2.42,4,6.9,231.1,381.5,5.719,3.832,25.07,21.65,6.9,-99999,-99999,-99999,-99999,-99999,21.65
2013,7,21,24.1,28.5,20.9,0,1006.9,20.5,9.52,68.3,52,1.89,3.02,7.8,246,380,5.777,3.887,26.26,21.87,7.8,-99999,-99999,-99999,-99999,-99999,21.87
2013,7,22,25.5,29,23.3,0,1004.6,27.1,5.53,83,69,1.89,4.3,1.5,139.5,419.9,3.404,2.316,26.79,24.27,1.5,-99999,-99999,-99999,-99999,-99999,24.27
2013,7,23,26.7,32.1,23.8,29,1001.6,29.7,5.33,84.8,58,1.59,5.59,4,181.4,421.2,4.051,2.721,29.34,25.55,4,-99999,-99999,-99999,-99999,-99999,25.55
2013,7,24,24.5,25.9,23.6,5,1000.6,28.6,2.14,93,85,1.89,3.62,0,55,434,1.361,0.927,25.08,24.01,0,-99999,-99999,-99999,-99999,-99999,24.01
2013,7,25,25.9,29.5,23.8,0,999.6,28.1,5.31,84.1,67,1.36,2.87,2.7,158.9,419,3.498,2.34,28.37,24.73,2.7,-99999,-99999,-99999,-99999,-99999,24.73
2013,7,26,27.1,31.9,24,0,999.7,29.8,6.06,83.1,63,1.89,3.85,3.9,178.9,423.8,4.262,2.894,29.05,25.81,3.9,-99999,-99999,-99999,-99999,-99999,25.81
2013,7,27,26.9,32.1,22.2,11.5,999.5,28.6,6.84,80.7,64,2.49,5.96,8.2,250.9,408,5.986,3.986,29.23,25.43,8.2,-99999,-99999,-99999,-99999,-99999,25.43
2013,7,28,26.2,30.7,22.5,0,1001.5,25.5,8.51,75,53,1.74,2.87,8,247.2,399.2,5.689,3.836,29.01,24.33,8,-99999,-99999,-99999,-99999,-99999,24.33
2013,7,29,25.5,26.6,24,4,998.7,28.5,4.13,87.3,76,1.89,4.15,0,54.4,439.8,1.732,1.228,25.42,24.58,0,-99999,-99999,-99999,-99999,-99999,24.58
2013,7,30,26.9,30.6,24.5,0,996.2,28.6,6.84,80.7,62,1.81,3.85,1.7,140.7,428.6,3.649,2.521,27.88,25.43,1.7,-99999,-99999,-99999,-99999,-99999,25.43
2013,7,31,26.4,29.9,24.6,0,999,28.6,5.82,83.1,67,2.04,3.17,0.6,121.9,429.6,3.23,2.23,27.09,25.14,0.6,-99999,-99999,-99999,-99999,-99999,25.14
2013,8,1,27.3,31.7,24.5,1,999.2,30.4,5.88,83.8,64,1.81,3.85,5.3,200.4,421.3,4.602,3.103,29.83,26.05,5.3,-99999,-99999,-99999,-99999,-99999,26.05
2013,8,2,25.3,28.6,23.4,0,1003.9,25.8,6.45,80,68,1.89,3.25,3.4,168.2,410.2,4.014,2.717,26.86,23.85,3.4,-99999,-99999,-99999,-99999,-99999,23.85
2013,8,3,25.8,30.4,23.1,0,1004.6,25.1,8.12,75.6,54,2.04,4,5.6,204.7,404,5.015,3.405,27.37,24,5.6,-99999,-99999,-99999,-99999,-99999,24
2013,8,4,27,31.1,23.9,0,1003,28.1,7.55,78.8,59,2.49,4.46,3.5,169.2,422.1,4.584,3.147,27.64,25.38,3.5,-99999,-99999,-99999,-99999,-99999,25.38
2013,8,5,28.5,32.6,25.9,0,1002.4,28.9,10.01,74.3,53,3.55,5.21,9.9,275.8,411.9,7.711,5.16,29.16,26.43,9.9,-99999,-99999,-99999,-99999,-99999,26.43
2013,8,6,28.2,31.4,26.5,0.5,1002.1,30.8,7.44,80.5,63,2.42,3.93,1.3,131.7,439.5,3.89,2.727,28.32,26.66,1.3,-99999,-99999,-99999,-99999,-99999,26.66
2013,8,7,29,34.1,25.3,0,1001.6,27.9,12.15,69.7,46,2.34,3.93,12.3,314.8,405.8,8.104,5.561,30.97,26.51,12.3,-99999,-99999,-99999,-99999,-99999,26.51
2013,8,8,29.2,33.7,26.4,0,1000.8,29.8,10.72,73.5,53,2.11,3.85,9.4,266,418.7,6.814,4.7,31.09,27.02,9.4,-99999,-99999,-99999,-99999,-99999,27.02
2013,8,9,30.1,34.2,26.6,0,999.9,32.5,10.17,76.2,60,2.11,4,10.1,277.1,427,7.056,4.868,32.39,28.09,10.1,-99999,-99999,-99999,-99999,-99999,28.09
2013,8,10,31.7,36.7,27.6,0,1001.3,32.6,14.14,69.7,48,1.89,3.78,11,291.5,433.9,7.821,5.498,33.55,29.01,11,-99999,-99999,-99999,-99999,-99999,29.01
2013,8,11,32.2,37.4,28.4,0,1002.6,32.5,15.58,67.6,46,1.74,4,9.6,267.7,440,7.413,5.248,33.49,29.27,9.6,-99999,-99999,-99999,-99999,-99999,29.27
2013,8,12,30.8,35.1,27.8,1.5,1003.4,31.1,13.31,70,58,2.11,5.21,9.5,265.5,429.5,7.276,5.105,31.97,28.2,9.5,-99999,-99999,-99999,-99999,-99999,28.2
2013,8,13,29.1,33.6,25.3,2.5,1005.2,28.2,12.09,70,50,2.27,3.78,9.6,266.6,414,7.088,4.906,30.33,26.63,9.6,-99999,-99999,-99999,-99999,-99999,26.63
2013,8,14,29.2,34.6,26.5,0,1006.8,26.9,13.62,66.4,40,1.89,3.93,10.8,285.8,408.2,7.36,5.1,30.91,26.42,10.8,-99999,-99999,-99999,-99999,-99999,26.42
2013,8,15,29,34.2,25.4,0,1006.3,29,11.05,72.4,45,2.34,4.38,10.3,276.9,412.8,7.173,4.928,30.62,26.74,10.3,-99999,-99999,-99999,-99999,-99999,26.74
2013,8,16,29.2,34,26.6,0,1004.8,29.3,11.22,72.3,52,3.32,5.06,7.8,235.1,421.7,7.033,4.826,29.08,26.92,7.8,-99999,-99999,-99999,-99999,-99999,26.92
2013,8,17,28.9,32.8,26.2,0,1004.2,27.5,12.32,69.1,52,3.55,5.74,10.3,275.7,409,8.167,5.543,28.77,26.37,10.3,-99999,-99999,-99999,-99999,-99999,26.37
2013,8,18,29.3,33.2,26.5,0,1003.5,27.1,13.65,66.5,51,4.08,5.96,12.5,311.2,403.9,9.54,6.402,28.81,26.52,12.5,-99999,-99999,-99999,-99999,-99999,26.52
2013,8,19,29.7,34.2,26.9,0,1003.4,28.6,13.1,68.6,42,3.78,5.66,12.4,308.8,409.7,9.176,6.2,29.64,27.06,12.4,-99999,-99999,-99999,-99999,-99999,27.06
2013,8,20,29.7,33.9,27.2,0,1002.5,29.3,12.4,70.3,54,4.15,6.57,10.4,275.3,416.6,8.603,5.793,29.16,27.21,10.4,-99999,-99999,-99999,-99999,-99999,27.21
2013,8,21,29.1,33.7,26.9,6,1003.5,31.7,8.59,78.7,56,1.96,3.55,3.8,166.5,436.9,4.487,3.131,29.91,27.36,3.8,-99999,-99999,-99999,-99999,-99999,27.36
2013,8,22,28.5,32.7,25.5,0,1005.2,31,7.91,79.7,61,2.19,3.93,6.2,205.2,425,5.18,3.547,29.96,26.87,6.2,-99999,-99999,-99999,-99999,-99999,26.87
2013,8,23,27.7,32.7,24.7,28.5,1002.7,32,5.14,86.2,63,1.43,5.21,0.6,113.1,439.7,2.739,1.873,28.94,26.63,0.6,-99999,-99999,-99999,-99999,-99999,26.63
2013,8,24,27.8,32.1,24.6,3.5,998.1,28.7,8.66,76.8,56,1.59,3.25,1,119.2,435.8,3.406,2.384,27.94,25.98,1,-99999,-99999,-99999,-99999,-99999,25.98
2013,8,25,24.2,26.4,21.8,12,998.1,25.6,4.6,84.8,75,1.51,3.1,0.1,104.1,416.1,2.411,1.622,25.26,23.14,0.1,-99999,-99999,-99999,-99999,-99999,23.14
2013,8,26,25.7,28.8,22.5,0,998.4,22.9,10.12,69.4,49,1.89,3.17,3.4,157.2,407.4,4.373,3.03,25.67,23.43,3.4,-99999,-99999,-99999,-99999,-99999,23.43
2013,8,27,24.4,29.6,19.6,24,998.8,22.7,7.86,74.3,49,2.72,4.68,10.6,273.2,373.2,6.336,4.14,26.34,22.58,10.6,-99999,-99999,-99999,-99999,-99999,22.58
2013,8,28,26.6,32.1,22.3,0,1002.2,21.7,13.12,62.3,34,1.81,3.7,11.9,293.4,377.4,7.041,4.785,28.51,23.71,11.9,-99999,-99999,-99999,-99999,-99999,23.71
2013,8,29,27.4,31.2,23.9,0,1001.6,25.1,11.4,68.8,50,2.87,5.96,8.2,232.9,401.5,6.576,4.502,27.37,24.96,8.2,-99999,-99999,-99999,-99999,-99999,24.96
2013,8,30,30.2,34.6,26.8,0,998.4,28.6,14.32,66.6,54,4.15,6.8,10.3,265.9,417.1,8.82,6.015,28.92,27.35,10.3,-99999,-99999,-99999,-99999,-99999,27.35
2013,8,31,29.5,33.7,26.9,0,1000.8,30.1,11.13,73,56,3.85,7.1,11.4,282.7,413.3,8.198,5.493,29.62,27.26,11.4,-99999,-99999,-99999,-99999,-99999,27.26
2013,9,1,29.8,34.3,26.5,0,1004.1,29.4,12.54,70.1,55,3.55,6.42,11,275.4,414.3,8.169,5.566,29.61,27.29,11,-99999,-99999,-99999,-99999,-99999,27.29
2013,9,2,28.3,32.6,25.4,0,1007.6,28.4,10.06,73.8,58,2.57,5.66,10.9,272.9,404.1,6.918,4.689,29.74,26.21,10.9,-99999,-99999,-99999,-99999,-99999,26.21
2013,9,3,28.7,33.5,26.1,0,1007.3,28.6,10.76,72.7,54,2.79,4.38,8.7,236.8,413.1,6.522,4.473,29.1,26.48,8.7,-99999,-99999,-99999,-99999,-99999,26.48
2013,9,4,27.1,30.8,23.7,15,1004.5,30.8,5.06,85.9,69,3.17,6.12,3.9,159.6,423.2,4.06,2.683,27.84,26.03,3.9,-99999,-99999,-99999,-99999,-99999,26.03
2013,9,5,26.5,28.1,24.6,36.5,1006.4,30.9,3.72,89.3,78,3.17,4.91,1.7,124,427.4,3.09,2.027,27.14,25.7,1.7,-99999,-99999,-99999,-99999,-99999,25.7
2013,9,6,25.6,28.4,24,0,1011.2,27.1,5.73,82.6,71,2.27,4.08,2.3,132.9,415.8,3.342,2.265,26.2,24.33,2.3,-99999,-99999,-99999,-99999,-99999,24.33
2013,9,7,26,29.4,23.4,0,1012,26.1,7.51,77.6,63,1.81,3.25,4.7,170.2,407.3,4.061,2.751,27.16,24.35,4.7,-99999,-99999,-99999,-99999,-99999,24.35
2013,9,8,25.1,29.9,21.7,7,1008,27.6,4.27,86.6,68,2.34,5.13,0.6,104.9,420.4,2.606,1.756,25.61,24.14,0.6,-99999,-99999,-99999,-99999,-99999,24.14
2013,9,9,24,27.8,21.5,0,1009.9,22.6,7.24,75.7,52,2.42,4,6.4,195.4,384.2,4.621,3.068,24.98,22.31,6.4,-99999,-99999,-99999,-99999,-99999,22.31
2013,9,10,24.1,26.9,22.1,2,1010.5,22.8,7.22,76,54,1.74,3.02,0.8,106.9,409.1,2.929,2.013,23.99,22.42,0.8,-99999,-99999,-99999,-99999,-99999,22.42
2013,9,11,23.8,26.3,21.8,2.5,1011.5,24.2,5.28,82.1,68,2.34,3.78,0.3,98.5,411.1,2.681,1.83,23.77,22.57,0.3,-99999,-99999,-99999,-99999,-99999,22.57
2013,9,12,26.1,31.3,22.5,0,1011.4,24.1,9.71,71.3,50,1.89,3.47,11.4,270.6,379.8,6.087,4.069,28.41,23.95,11.4,-99999,-99999,-99999,-99999,-99999,23.95
2013,9,13,27.1,31.5,23.8,0,1011.5,27.9,7.96,77.8,57,1.51,3.1,8.1,218.3,403.7,4.802,3.212,29.57,25.4,8.1,-99999,-99999,-99999,-99999,-99999,25.4
2013,9,14,27.5,31.2,25.4,0,1009.1,28.8,7.91,78.5,60,1.36,3.32,2.2,126.1,428.5,3.192,2.179,28.15,25.83,2.2,-99999,-99999,-99999,-99999,-99999,25.83
2013,9,15,26.2,30.6,22.8,80,1002.1,30.2,3.81,88.8,72,2.49,4.76,1.1,108.5,426.9,2.621,1.752,26.84,25.37,1.1,-99999,-99999,-99999,-99999,-99999,25.37
2013,9,16,26,28.4,22,17,992.7,24.9,8.71,74.1,41,6.42,11.32,0.1,92.5,425.1,5.317,3.518,23.58,24.07,0.1,-99999,-99999,-99999,-99999,-99999,24.07
2013,9,17,22.9,27.4,19.2,0,1011,13.7,14.22,49.1,39,2.79,5.96,11.7,269.5,334.7,7.394,4.942,21.72,19.42,11.7,-99999,-99999,-99999,-99999,-99999,19.42
2013,9,18,22.9,27.6,19,0,1014.6,15.9,12.02,56.9,35,2.57,5.21,11.6,266.7,341.2,6.655,4.423,22.91,19.98,11.6,-99999,-99999,-99999,-99999,-99999,19.98
2013,9,19,22.9,28.2,18.8,0,1014.9,17,10.92,60.9,38,2.34,3.93,11.4,262.5,344.8,6.173,4.089,23.58,20.25,11.4,-99999,-99999,-99999,-99999,-99999,20.25
2013,9,20,24.1,29,19.6,0,1013.5,20.9,9.12,69.6,50,2.42,4.98,11.3,259.8,360.9,5.917,3.896,25.44,21.97,11.3,-99999,-99999,-99999,-99999,-99999,21.97
2013,9,21,24.8,29.7,20.9,0,1011.1,22.4,8.9,71.6,46,2.11,4,11.1,255.5,368.6,5.66,3.741,26.58,22.76,11.1,-99999,-99999,-99999,-99999,-99999,22.76
2013,9,22,25,30.4,21.9,0,1011.7,22.2,9.48,70.1,42,2.42,4.83,8.5,215.2,378.4,5.298,3.553,25.42,22.84,8.5,-99999,-99999,-99999,-99999,-99999,22.84
2013,9,23,21.5,24.2,17.2,4.5,1014.5,17.4,8.24,67.9,53,3.17,5.66,1.6,110.8,384.1,3.952,2.699,19.81,19.44,1.6,-99999,-99999,-99999,-99999,-99999,19.44
2013,9,24,22.2,26.5,16.9,2,1010,21.4,5.36,80,64,3.4,5.36,4.3,150.4,379.9,3.743,2.408,22.26,20.9,4.3,-99999,-99999,-99999,-99999,-99999,20.9
2013,9,25,22.6,23.8,21.2,20.5,1000.6,26.4,1.02,96.3,86,3.02,4.38,0,41.4,421.6,0.905,0.573,22.89,22.36,0,-99999,-99999,-99999,-99999,-99999,22.36
2013,9,26,21.8,23.9,18.1,5,999.4,18.9,7.22,72.4,47,4.15,7.85,1.4,105.7,388.6,4.032,2.693,20.12,20.01,1.4,-99999,-99999,-99999,-99999,-99999,20.01
2013,9,27,19.4,22.9,16.7,0,1013.4,11.2,11.33,49.7,37,3.32,6.04,11.4,252.4,310.3,6.794,4.381,18.08,16.38,11.4,-99999,-99999,-99999,-99999,-99999,16.38
2013,9,28,19.9,24.7,15.1,0,1017.6,14.7,8.54,63.3,43,2.42,4.38,8.3,205.6,336.3,4.717,3.076,20.04,17.67,8.3,-99999,-99999,-99999,-99999,-99999,17.67
2013,9,29,21.8,26.1,19.2,0,1016.2,16.4,9.72,62.8,45,2.27,3.47,7,185.5,355.1,4.63,3.086,21.34,19.38,7,-99999,-99999,-99999,-99999,-99999,19.38
2013,9,30,21.8,25.8,17.8,0,1013.4,17.3,8.82,66.2,49,2.72,4.61,5.2,158.2,365.7,4.366,2.923,20.83,19.61,5.2,-99999,-99999,-99999,-99999,-99999,19.61
2013,10,1,21.7,22.9,18.6,8,1008.3,21.7,4.26,83.6,63,2.87,4.68,0,39.6,414.5,1.744,1.241,20.69,20.65,0,-99999,-99999,-99999,-99999,-99999,20.65
2013,10,2,22.8,26.8,20.6,18,999.7,25.3,2.45,91.2,72,3.47,6.12,0.6,90,404.4,2.021,1.266,23.1,22.22,0.6,-99999,-99999,-99999,-99999,-99999,22.22
2013,10,3,24.2,28.9,20.7,0,1004.8,22.8,7.4,75.5,53,2.19,4.98,8.2,198.4,375,4.369,2.874,25.16,22.48,8.2,-99999,-99999,-99999,-99999,-99999,22.48
2013,10,4,18,20.7,16.4,6.5,1016.5,16.7,3.94,80.9,70,2.94,5.51,0,38.7,391.9,1.742,1.216,16.9,16.93,0,-99999,-99999,-99999,-99999,-99999,16.93
2013,10,5,17.7,19.2,15.4,15.5,1019.5,19.9,0.35,98.3,96,4.15,6.12,0,38.4,391.6,0.618,0.328,18.05,17.6,0,-99999,-99999,-99999,-99999,-99999,17.6
2013,10,6,21.5,25.4,18.8,0,1020.6,23.2,2.44,90.5,76,2.34,3.85,3.3,125.5,381.9,2.222,1.364,22.77,20.9,3.3,-99999,-99999,-99999,-99999,-99999,20.9
2013,10,7,23,27.1,20.7,0.5,1018.8,23.6,4.49,84,64,1.74,3.85,3.9,133.1,387.4,2.607,1.678,24.11,21.93,3.9,-99999,-99999,-99999,-99999,-99999,21.93
2013,10,8,24.5,28.7,21.7,0,1013.6,24.8,5.94,80.7,55,2.64,4.46,8.1,191.1,380,4.158,2.687,25.41,23.14,8.1,-99999,-99999,-99999,-99999,-99999,23.14
2013,10,9,25.4,28.1,23.7,0,1007.6,25.6,6.84,78.9,59,5.06,9.21,7.3,178.7,389.2,5.198,3.274,24.66,23.87,7.3,-99999,-99999,-99999,-99999,-99999,23.87
2013,10,10,24.9,28.9,22.1,1.5,1012,24.4,7.09,77.5,60,2.11,3.7,5.8,156.8,390.1,3.607,2.398,25.22,23.29,5.8,-99999,-99999,-99999,-99999,-99999,23.29
2013,10,11,24.9,28.7,21.6,1.5,1007.7,25.1,6.39,79.7,56,3.78,7.78,8.2,188.9,381.8,4.672,2.985,24.9,23.45,8.2,-99999,-99999,-99999,-99999,-99999,23.45
2013,10,12,25.7,30.8,19.6,0,1002.5,17.9,15.12,54.2,29,4.61,6.64,10.6,220.6,358.5,8.236,5.431,22.18,22.26,10.6,-99999,-99999,-99999,-99999,-99999,22.26
2013,10,13,21,26,17.4,0,1012.6,10.4,14.47,41.8,24,2.79,4.68,9.9,209.7,317.2,6.341,4.197,17.76,17.26,9.9,-99999,-99999,-99999,-99999,-99999,17.26
2013,10,14,20.3,24.8,15.7,0,1017.3,14.3,9.52,60,41,2.11,4.08,8.2,185.2,333.8,4.261,2.785,19.62,17.83,8.2,-99999,-99999,-99999,-99999,-99999,17.83
